ï»¿id,clee,nom_estab,raz_social,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,nom_CenCom.1,cod_postal,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,cve_entidad_fk,cve_municipio_fk,codigo_act,Unnamed: 37
8011829,02001114119002733000000000U1,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",JORGE ALVARO MEZA ULLOA ,11 a 30 personas,AVENIDA,B. Botaris,CALLE,Calle de la Playa,CALLE,Granito,AVENIDA,Miguel Mendoza,346.0,,,,0.0,,FRACCIONAMIENTO,PUNTA BANDA II,,,,22897.0,9763,1,6461612971.0,A.MEZABC@GMAIL.COM,,Fijo,31.82591713,-116.6060061,2019-11,2,1,114119,
6166407,02001114119001031000000000U1,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",RUTILIO DIAZ DIAZ ,0 a 5 personas,CALLE,DONACIO GOMEZ,CALLE,SIN NOMBRE,CALLE,SIN NOMBRE,CALLE,DOMICILIO CONOCIDO,,SN,,,,,EJIDO,AMPLIACIÃN EJIDO 27 DE ENERO,,,,22909.0,6862,28,,,,Fijo,31.08318153,-116.2021058,2014-12,2,1,114119,
6708635,02001114119001241001000000U6,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",,6 a 10 personas,CALLE,ISLA DE CEDROS,CALLE,DOMICILIO CONOCIDO,CALLE,SIN NUMERO,CALLE,DESCONOCIDO,,SN,,,,,CIUDAD,ISLA DE CEDROS,,,,22900.0,9922,1,,,,Fijo,28.09685565,-115.1892092,2016-01,2,1,114119,
6166458,02005114119000093000000000U3,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",MINERVA PEREZ CASTRO ,11 a 30 personas,CALLE,SAN DIEGO,CALLE,BONARDI,CALLE,DE LAS MORAS,CARRETERA,RUTA DEL VINO,508.0,,ATENEA DEL MAR,PISO 1,1.0,,COLONIA,EL SAUZAL,,,,,7470,1,,,,Fijo,31.88953871,-116.6924589,2010-07,2,1,114119,
9045977,02001114119003052000000000U5,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",MARCOS ALVAREZ NAVARRO ,0 a 5 personas,CALLE,Juan de la Barrera,AVENIDA,Leona Vicario,AVENIDA,PÃ­pila,CALLE,Francisco MontÃ©s de Oca,153.0,,,,0.0,,COLONIA,CUAUHTEMOC,,,,22890.0,7911,3,6462146351.0,,,Fijo,31.84963537,-116.5932902,2019-11,2,1,114119,
7863288,02001114119002793000000000U5,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",MAYRA TERAN LICONA ,6 a 10 personas,CALLE,Geranios,CALLE,K,CALLE,M,CALLE,F,353.0,,,,0.0,,AMPLIACION,EJIDO RUIZ CORTINES,,,,22810.0,7714,1,,,,Fijo,31.89021551,-116.5916253,2019-11,2,1,114119,
9045965,02001114119003024000000000U4,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",MARCO ANTONIO CASTRO QUIÃONES ,11 a 30 personas,BOULEVARD,Adolfo RamÃ­rez MÃ©ndez,AVENIDA,Josefa Ortiz de DomÃ­nguez,AVENIDA,PÃ­pila,AVENIDA,Avenida del Puerto,1180.0,,,,0.0,,COLONIA,22880,,,,22880.0,7860,4,,MARCOCASTRO79@HOTMAIL.COM,,Fijo,31.85929076,-116.5959938,2019-11,2,1,114119,
6724646,02001114119000041000000000U1,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",ALEJANDRO FRANCISCO HERNANDEZ MARQUEZ ,0 a 5 personas,CALLE,ZAPOPAN,CALLE,DELANTE,CALLE,COLULA,CALLE,CHAPALA,345.0,,,,,,COLONIA,JALISCO,,,,22855.0,7930,5,,,,Fijo,31.85404491,-116.5765049,2016-01,2,1,114119,
6166373,02001114119000511000000000U3,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",GILBERTO VALLE VERDUGO ,0 a 5 personas,CALLEJON,RINCON DE BALLENAS ,CALLE,SN,CALLE,SN,OTRO(ESPECIFIQUE),CAMINO A LA BUFADORA ,0.0,SN,,,0.0,,PUERTO,RINCON DE BALLENAS ,,,,,6538,800,,,,Fijo,31.7245264,-116.6780103,2010-07,2,1,114119,
6166391,02001114119000011001000000U4,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",MARIA YOLANDA GARCIA BERNAL ,0 a 5 personas,CALLE,SAUCE,CALLE,OLIVO,CALLE,ESMERALDA,CALLE,OPERADORES,951.0,,,,,,COLONIA,MORELOS 1,,,,22855.0,7377,2,6469470927.0,,,Fijo,31.85642144,-116.5653774,2010-07,2,1,114119,
9045849,02001114119002913000000000U9,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",ENRIQUE ALBERTO CARDENAS KENNEDY ,11 a 30 personas,CALLE,Octava,CALLE,Chimalpopoca,AVENIDA,Papatzin,CALLE,SÃ©ptima,9.0,,,,0.0,,PUEBLO,CAMALU,,,,22910.0,524,9,6161070158.0,ALBERTO_CARDENAS_RANCH@HOTMAIL.COM,,Fijo,31.87537182,-116.6368956,2019-11,2,1,114119,
9045926,02001114119002943000000000U6,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",CHRISTIAN ZEFERINO MANCILLA AVALOS ,6 a 10 personas,CALLE,CUARTA MUTUALISMO,AVENIDA,CASTILLO,AVENIDA,MAR,CALLE,TERCERA,810.0,,,,0.0,,COLONIA,SECCIÃN PRIMERA,,,,,721,11,,,,Fijo,31.86372245,-116.6188077,2019-11,2,1,114119,
9045928,02001114119002962000000000U6,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",SECUNDINO OLIVARRIA MEDINA ,0 a 5 personas,CALLE,Blasa de MarrÃ³n,AVENIDA,CristÃ³bal ColÃ³n,CALLE,RevoluciÃ³n,CALLE,10,674.0,,,,0.0,,COLONIA,AMPLIACION REFORMA,,,,22835.0,740,2,6461716407.0,,,Fijo,31.86842892,-116.6009641,2019-11,2,1,114119,
6166447,02001114119001472001000000U7,"PESCA Y CAPTURA DE OTROS PECES, CRUSTACEOS, MOLUSCOS Y OTRAS ESPECIES",,0 a 5 personas,AVENIDA,GUADALUPE,CALLE,CUARTA,CALLE,JUAREZ,CALLE,FLORESTA,482.0,,,,,,COLONIA,OBRERA,,,,22830.0,736,3,,,,Fijo,31.86274729,-116.6136986,2010-07,2,1,114119,
6166362,02001114119001412001000000U3,"PESCA Y CAPTURA DE OTROS PECES, CRUSTACEOS, MOLUSCOS Y OTRAS ESPECIES",,31 a 50 personas,CALLE,DE LAS SIRENAS,CALLE,BUCANEROS,BOULEVARD,LAS DUNAS,CALLE,SIRENAS,159.0,,,,,,FRACCIONAMIENTO,PLAYA DE ENSENADA,,,,22810.0,825,25,,,,Fijo,31.85204467,-116.6139155,2010-07,2,1,114119,
6166418,02001114119000111001000000U2,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",SERGIO GUILLERMO PALAFOX MALDONADO ,0 a 5 personas,CALLE,HIDALGO,CALLE,10,CALLE,9,CALLE,ITURBIDE,990.0,,,,,,COLONIA,OBRERA,,,,22800.0,736,51,,,,Fijo,31.86779592,-116.6098192,2010-07,2,1,114119,
9046126,02001114119003191000000000U1,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",ELDA ESCOBAR QUIROZ ,0 a 5 personas,CALLE,Teniente Azueta,,Sin Referencia,ANDADOR,Ninguno,ANDADOR,Ninguno,96.0,,,,0.0,,COLONIA,22880,,,,22800.0,632,9,,ELDAQUIROZ62@HOTMAIL.COM,,Fijo,31.86033656,-116.6312673,2019-11,2,1,114119,
6166457,02001114119001783001000000U7,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",GUILLERMO MORENO LEON ,31 a 50 personas,CALLE,LAGO DE TORONTO,CALLE,PASCUARO,CALLE,MONTEBELLO,CALLE,ZERTUCHE,342.0,,,,0.0,,FRACCIONAMIENTO,VALLE DORADO,,,,,5968,3,,,,Fijo,31.83237215,-116.5968352,2010-07,2,1,114119,
6166341,02001114119000021000000000U3,"PESCA Y CAPTURA DE OTROS PECES, CRUSTACEOS, MOLUSCOS Y OTRAS ESPECIES",,11 a 30 personas,AVENIDA,DIAMANTE,CALLE,SEGUNDA,CALLE,PRIMERA,AVENIDA,16 DE SEPTIEMBRE,1865.0,,,,,,COLONIA,HIDALGO,,,,22850.0,7875,23,,,,Fijo,31.85800627,-116.5898743,2010-07,2,1,114119,
6166352,02001114119000371001000000U2,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",JUAN ANTONIO HERNANDEZ MARQUEZ ,0 a 5 personas,CALLE,MECANICOS,CALLE,SAUCE,CALLE,ESMERALDA,CALLE,ALFAREROS,982.0,,,,0.0,,COLONIA,MORELOS 1,,,,,7377,1,6461972179.0,JUANITOELMARINO2785@GMAIL.COM,,Fijo,31.85613065,-116.5652827,2010-07,2,1,114119,
9046018,02001114119003092000000000U1,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",PAOLA HERNANDEZ CARDENAS ,0 a 5 personas,CALLE,Avenida de la Joya,CALLE,Diamante,CALLE,Caracoles,AVENIDA,Avenida de los Delfines,168.0,,,,0.0,,COLONIA,PLAYA DE ENSENADA,,,,22880.0,825,29,,,,Fijo,31.85456682,-116.6106233,2019-11,2,1,114119,
9046142,02001114119003223000000000U2,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",ROBERTO JUAN CAMACHO TAPIA ,11 a 30 personas,CALLE,Iturbide,CALLE,TRANSPENISULAR,CALLE,LAZARO CARDENAS,CALLE,CALLE,284.0,,,,0.0,,COLONIA,OBRERA,,,,22830.0,076A,7,6461715933.0,AGROMARISMA@HOTMAIL.COM,,Fijo,31.86290755,-116.6107744,2019-11,2,1,114119,
6166511,02001114119000421001000000U5,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",ANTONIO RUIZ HERNANDEZ ,0 a 5 personas,CALLE,ANGELA PERALTA,CALLE,JUAN ESCUTIA,CALLE,AMERICA,CALLE,LINDA VISTA,332.0,,,,,,COLONIA,SEXTO AYUNTAMIENTO,,,,22820.0,7682,17,6461614028.0,BRENDA.RUIZ1786@GMAIL.COM,,Fijo,31.88344143,-116.6412035,2010-07,2,1,114119,
6166369,02001114119000381001000000U1,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",DANIEL CONSTANCIA RANGEL ,0 a 5 personas,CALLE,OLIVO,CALLE,MECANICOS,CALLE,SAUCE,CALLE,OPERADORES,951.0,,,,,,COLONIA,MORELOS 1,,,,22855.0,7377,2,6461721552.0,,,Fijo,31.85642137,-116.5653773,2010-07,2,1,114119,
6166335,02001114119000411001000000U6,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",ALEJANDRO HERNANDEZ MONTOYA ,0 a 5 personas,CALLE,ZAPOPAN,CALLE,ZAPOPAN,CALLE,CHOLULA,CALLE,CHAPALA,345.0,,,,,,COLONIA,JALISCO,,,,22850.0,7930,5,,,,Fijo,31.85304958,-116.5763085,2010-07,2,1,114119,
6166339,02001114119000141001000000U9,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",ARTURO HERNANDEZ MARQUEZ ,0 a 5 personas,CALLE,ZAPOPAN,CALLE,GUADALAJARA,CALLE,DELANTE,CALLE,CHAPALA,345.0,,,,,,COLONIA,JALISCO,,,,22850.0,7930,5,,,,Fijo,31.85304376,-116.5763073,2010-07,2,1,114119,
6166477,02001114119000161001000000U7,"PESCA Y CAPTURA DE OTROS PECES, CRUSTACEOS, MOLUSCOS Y OTRAS ESPECIES",,6 a 10 personas,CARRETERA,LA BUFADORA KM 5.6,CARRETERA,LA BUFADORA,CARRETERA,LA BUFADORA,OTRO(ESPECIFIQUE),NINGUNO,6.0,KM 5+600,,,0.0,,EJIDO,22880,,,,,632,5,,,,Fijo,31.8556621,-116.6181343,2010-07,2,1,114119,
6166351,02001114119000251000000000U6,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",JOSE ALFREDO CORTEZ ROCHA ,0 a 5 personas,AVENIDA,20 DE NOVIEMBRE,CALLE,SEXTA,CALLE,SUPTIMA,AVENIDA,MIGUEL ALEMAN,617.0,,,,,,COLONIA,22860,,,,22800.0,647,52,6461634335.0,ALFREDOCORTEZ13@HOTMAIL.COM,,Fijo,31.87074823,-116.6296689,2010-07,2,1,114119,
6166337,02001114119001522001000000U9,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES",ROGELIO ASCOLANI ROMO ,0 a 5 personas,AVENIDA,BLANCARTE,CALLE,CUARTA (MUTUALISMO),CALLE,TERCERA,AVENIDA,CASTILLO,358.0,,,,,,COLONIA,SECCIÃN PRIMERA,,,,22810.0,721,2,,,,Fijo,31.8638707,-116.62034,2010-07,2,1,114119,
6166469,02001114119001181001000000U4,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES SIN NOMBRE",,0 a 5 personas,CALLE,REFORMA,CALLE,PABLO RUIZ,CALLE,ALLENDE,CALLE,ALFONSO GARCIA GONZALEZ,548.0,,,,,,EJIDO,PLAYA DE ENSENADA,,,,,632,19,6461877074.0,,,Fijo,31.86109108,-116.6284591,2010-07,2,1,114119,
6166299,02001114119002352000000000U4,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES SIN NOMBRE",,6 a 10 personas,AVENIDA,PIPILA,CALLE,PIPILA,CALLE,BAJA CALIFORNIA,AVENIDA,CUAUHTEMOC,305.0,,,,,,COLONIA,CUAUHTEMOC,,,,,7860,26,6461851340.0,DLOROS@YAHOO.COM.MX,,Fijo,31.85740237,-116.5950855,2014-12,2,1,114119,
7863380,02001114119002883000000000U4,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES SIN NOMBRE",,11 a 30 personas,CALLE,ESMERALDA,CALLE,RIO BRAVO,CALLE,RIO YAQUI,CALLE,RIO SUCHIATE,1540.0,,,,,,COLONIA,VALLE DORADO,,,,,795A,24,6461319068.0,,,Fijo,31.84785644,-116.5933289,2019-11,2,1,114119,
9045924,02001114119002922000000000U0,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES SIN NOMBRE",,0 a 5 personas,CALLE,TEJO,CALLE,ACACIAS,CALLE,PIRUL,CALLE,SAUCE,353.0,,,,,,FRACCIONAMIENTO,LAS LOMITAS,,,,,6006,39,6461167736.0,,,Fijo,31.89072042,-116.576602,2019-11,2,1,114119,
9045968,02001114119003032000000000U7,"PESCA Y CAPTURA DE OTROS PECES, CRUSTÃCEOS, MOLUSCOS Y OTRAS ESPECIES SIN NOMBRE",,0 a 5 personas,AVENIDA,MARCIAL ESCOBAR,CALLE,CALLE PRIMERA,CALLE,NINGUNO ,CARRETERA,TRANSPENINSULAR,144.0,,,,,,EJIDO,VALLE DE CHAPULTEPEC,,,,,966A,3,6461910859.0,,,Fijo,31.78577653,-116.5703855,2019-11,2,1,114119,
6166338,02001114119001773000000000U8,PESCADORES Y BUZOS RIBEREÃ¯Â¿Â½OS DE MANCHURIA SA DE CV,PESCADORES Y BUZOS RIBEREÃ¯Â¿Â½OS DE MANCHURIA SA DE CV,11 a 30 personas,CALLE,ENT AL INSTITUTO ,CALLE,SIN NOMBRE,CALLE,SIN NOMBRE,OTRO(ESPECIFIQUE),SIN NOMBRE,56.0,,,,0.0,,PUEBLO,22760,,,,,7470,1,6461174565.0,PESCADORES_MANCHURIA@HOTMAIL.COM,,Fijo,31.88953871,-116.6924589,2014-12,2,1,114119,
9045989,02001114119003081000000000U4,PESQUERA 3 HERMANOS,PESQUERA 3 HERMANOS SA DE CV,0 a 5 personas,CALLE,BahÃ­a Magdalena,BOULEVARD,Plinta,CALLE,Guaymas,AVENIDA,Pedro Loyola,118.0,,,,0.0,,FRACCIONAMIENTO,LOMA LINDA SAAD SECCION ACAPULCO,,,,22890.0,929,5,6461173086.0,PESQUERA3H@YAHOO.COM.MX,,Fijo,31.83871275,-116.6059723,2019-11,2,1,114111,
6166254,02001461123000633001000000U6,PESQUERA ANCHOSAR,PESQUERA ANCHOSAR SA DE CV,31 a 50 personas,CALLE,DELFINES,CALLE,DIAMANTE ,CALLE,DE LAS SIRENAS ,CALLE,DE LAS CARABELAS,102.0,,,,0.0,,COLONIA,22820,,,,,577,13,,ANCHOSAR@LIVE.COM.MX,,Fijo,31.87875344,-116.6223384,2010-07,2,1,114113,
6166265,02001114113000073001000000U7,PESQUERA BONNYMAR,PESQUERA BONNYMAR S DE RL DE CV,11 a 30 personas,CALLE,PRIMERA,CALLE,20 DE NOVIEMBRE,CALLE,MORELOS,CALLE,SEGUNDA,249.0,,CENTRO Y PLAZA COMERCIAL,PISO 2,5.0,,COLONIA,COLINAS DEL MAR,CENTRO Y PLAZA COMERCIAL,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,CENTRO Y PLAZA COMERCIAL SIN NOMBRE,22760.0,7470,1,,PESQUERA.BONNYMAR@GMAIL.COM,,Fijo,31.89294798,-116.6957485,2010-07,2,1,114113,
8161732,02001114119003633000000000U2,PESQUERA GAGALU,PESQUERA GAGALU ,11 a 30 personas,CALLE,Juan Aldama,CALLE,Ninguno,,Ninguno,CALLE,Ninguno,444.0,,,,0.0,,COLONIA,ZONA CENTRO,,,,22890.0,076A,2,,,,Fijo,31.86053057,-116.6091207,2019-11,2,1,114119,
6166476,02005114119000123000000000U8,PESQUERA GRUPO CINCO,PESQUERA GRUPO CINCO SPR DE RL,11 a 30 personas,CALLE,SAN FELIPE,CALLE,ENSENADA,CALLE,PLINTA,AVENIDA,GUAYMAS,107.0,,,,,,FRACCIONAMIENTO,ACAPULCO,,,,,929,8,,GRUPOCINCOSPR@GMAIL.COM,,Fijo,31.83857513,-116.6049875,2012-06,2,1,114119,
6800280,02001114119002703000000000U4,PESQUERA ISLA DE LA GUARDIA,PESQUERA ISLA DE GUARDIA SA DE CV,11 a 30 personas,AVENIDA,ESMERALDA ,CALLE,ESMERALDA,CALLE,URANO,CALLE,ARROYO,0.0,SN,,,0.0,,FRACCIONAMIENTO,VALLE DORADO SECCION LAGOS,,,,,795A,5,6469473866.0,ISLAGUARDIA@GMAIL.COM,,Fijo,31.84647025,-116.5963224,2017-11,2,1,114119,
6166269,02001114119002473001000000U4,PESQUERA NORMEX,PESQUERA NORMEX SA DE CV,6 a 10 personas,CALLE,VIRGILIO URIBE,AVENIDA,GASTELUM,AVENIDA,MIRAMAR,CALLE,PRIMERA (ADOLFO LÃPEZ,649.0,,,,7.0,,COLONIA,22800,CENTRO Y PLAZA COMERCIAL,PLAZA DELFINES,PLAZA DELFINES,22800.0,717,17,,P.NORMEX@HOTMAIL.COM,,Fijo,31.86270645,-116.6282815,2010-07,2,1,114119,
6166303,02001114119002373011000000U6,PESQUERA PATRON E HIJOS SA DE CV,PESQUERA PATRON E HIJOS SA DE CV,0 a 5 personas,BOULEVARD,TENIENTE AZUETA,BOULEVARD,COSTERO,CARRETERA,TIJUANA - ENSENADA,CALLE,LA MARINA,100.0,,,,0.0,,REGION,22880,,,,,632,9,,PESQUERAPATRON@GMAIL.COM,,Fijo,31.86142651,-116.6302564,2014-12,2,1,114113,
6166271,02001114119002483001000000U3,PESQUERA ROSAMAR,PESQUERA ROSAMAR SA DE CV,6 a 10 personas,BOULEVARD,TENIENTE AZUETA,BOULEVARD,COSTERO,,NINGUNO,,NINGUNO,100.0,,,,1.0,,COLONIA,22880,,,,22800.0,632,9,,PESQUERA.ROSAMAR@HOTMAIL.COM,,Fijo,31.85834474,-116.6331815,2014-12,2,1,114119,
6166409,02001114119001703001000000U5,PESQUERA SAN ANTONIO DEL MAR,,31 a 50 personas,CALLE,MEXICO,CALLE,LAZARO CARDENAS,CALLE,TRANSPENISULAR,CALLE,BONFIL,157.0,,,,,,EJIDO,PUNTA COLONET,,,,22909.0,9960,1,,PESQUERA_SANANTONIO@HOTMAIL.COM,,Fijo,31.06923034,-116.2087536,2010-07,2,1,114119,
6166446,02001114119001633001000000U4,PESQUERA THOR,PESQUERA THOR SA DE CV,6 a 10 personas,CALLE,PRIMERA,CALLE,JOSE MARIA MORELOS Y PAVON,CALLE,HIDALGO,CALLE,SEGUNDA,12.0,,EDIFICIO SIN NOMBRE,PISO 2,12.0,,COLONIA,COLINAS DEL MAR,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL SIN NOMBRE,PLAZA COMERCIAL SIN NOMBRE,22760.0,7470,1,,PESQUERA@THOR-MEXICO.COM,,Fijo,31.89294798,-116.6957485,2010-07,2,1,114119,
11377463,02001114113000163000000000S6,PESQUERA VILLALOBOS,,11 a 30 personas,AVENIDA,ALVARADO,AVENIDA,ADOLFO LOPEZ MATEOS,CALLE,JUAN RODRIGUEZ CABRILLO,AVENIDA,RIVEROLL,143.0,,LA VILLA MEXICANA,PLANTA BAJA,,,COLONIA,SECCIÃN PRIMERA,CENTRO Y PLAZA COMERCIAL,LA VILLA MEXICANA,LA VILLA MEXICANA,22800.0,721,16,,,,Fijo,31.86261159,-116.6227669,2024-11,2,1,114113,
7863324,02001114119002824000000000U8,PRODUCTORES MARINOS BAJA,PRODUCTORES MARINOS BAJA SA DE CV,11 a 30 personas,CALLE,PARCELA 76 SN ,CALLE,NINGUNO,CALLE,NINGUNO,CALLE,NINGUNO,0.0,DOMICILIO CONOCIDO,,,,,EJIDO,ERENDIRA,,,,,6665,14,,,,Fijo,31.27651323,-116.3762239,2019-11,2,1,112519,
6166462,02001114119001462001000000U8,PRODUCTORES PESQUEROS DE BC,PRODUCTORES PESQUEROS DE BC SPR DE RL,31 a 50 personas,CALLE,SAN FELIPE,BOULEVARD,PLINTA,AVENIDA,LAS PALMAS,CALLE,ENSENADA,107.0,,,,,,FRACCIONAMIENTO,ACAPULCO,,,,,929,12,,PRODUCTORES_PESQUEROS@HOTMAIL.COM,,Fijo,31.83573668,-116.6044305,2010-07,2,1,114119,
6166502,02001114119001653001000000U2,PRODUCTOS DEL MAR CATALINA,PRODUCTOS DEL MAR CATALINA S DE RL DE CV,31 a 50 personas,CALLE,RIO YAQUI,CALLE,ESMERALDA,CALLE,NINGUNO,CALLE,NINGUNO,24.0,,,,,,FRACCIONAMIENTO,VALLE DORADO,,,,22890.0,795A,5,,PRODUCTOSDELMARCATALINA@LIVE.COM,,Fijo,31.84645226,-116.5949312,2012-06,2,1,114119,
6166270,02001114119002093000000000U5,PRODUCTOS DEL MAR COSTA OESTE,PRODUCTOS DEL MAR COSTA OESTE SPR DE RL,31 a 50 personas,CALLE,AQUILES SERDSN,CALLE,NINGUNO,CALLE,NINGUNO,CARRETERA,ENSENADA QUINTIN ,7.0,,,,1.0,,EJIDO,22870,,,,,628,51,,LEON_VERULO1@HOTMAIL.COM,,Fijo,31.86049651,-116.6314623,2014-12,2,1,114119,
7863305,02001114119002812000000000U3,PRODUCTOS DEL PACIFICO,PRODUCTOS DEL PACIFICO SA DE CV,0 a 5 personas,CALLE,lazaro cardenas,CALLE,Teniente Azueta,CALLE,Paseo Miguel Hidalgo y Costilla,CALLE,Virgilio Uribe,187.0,B,,,0.0,,COLONIA,22870,,,,22800.0,628,59,6461715530.0,ABULONES@YAHOO.COM,,Fijo,31.86216699,-116.6302038,2019-11,2,1,114119,
9434820,02001114112000113000000000U3,PRODUCTOS FRESCAMAR,PRODUCTOS FRESCAMAR SA DE CV,11 a 30 personas,CALZADA,CORTEZ,CALLE,PROFESOR HÃCTOR A. MIGONI,CALLE,SEXTA,AVENIDA,EUSEBIO FRANCISCO KINO,2547.0,,,,,,COLONIA,MANUEL MÃRQUEZ DE LEÃN,,,,22890.0,793,18,,,,Fijo,31.86399404,-116.5808036,2023-11,2,1,114112,
9290980,02001112512000542000000000U6,PRODUCTOS MARINOS DE LAS CALIFORNIAS,PRODUCTOS MARINOS DE LAS CALIFORNIAS S DE RL DE CV,6 a 10 personas,CALLE,SEIS,CALZADA,ENTRADA AL INSTITUTO,CALLE,DIEZ,CALLE,10,9834.0,,,,,,PARQUE INDUSTRIAL,22760,,,,,7466,19,6121523661.0,EMMANUEL@BLUEEVOLUCTION.COM,,Fijo,31.89685069,-116.7070886,2020-11,2,1,112519,
6501219,02001115113000031000000000S4,PUNTA COLONET SAN TELMO,PUNTA COLONET SAN TELMO SPR DE RI,0 a 5 personas,AVENIDA,LAZARO CARDENAS,CALLE,DIEZ DE MAYO,CALLE,RODOLFO SANCHEZ TABOADA,CALLE,JESUS HERNANDEZ AYALA,,SN,,,0.0,,EJIDO,PUNTA COLNETT (PUNTA COLONET),,,,22909.0,9960,6,,JDEJSAUCEDO@GMAIL.COM,,Fijo,31.06892973,-116.2108528,2016-01,2,1,115113,
9276518,02001112512000491000000000U4,PUNTA FINAL DEL GOLFO,GILBERTO BAYON SPR,11 a 30 personas,CALLE,PLACIDO MATA,CALLE,JOSE HIGUERA,CALLE,PUEBLA,CALLE,PEDRO MARTINEZ,2314.0,,,,,,COLONIA,BENITO JUAREZ,,,,,044A,15,6461519135.0,PUNTAFINALDELGOLFO@HOTMAIL.COM,WWW.CONTURMEXICANA.COM,Fijo,31.88700526,-116.618009,2020-11,2,1,112519,
7888968,02001114119003514000000000U4,SCPP GALLOS,SCPP GALLOS SC DE RL DE CV,11 a 30 personas,AVENIDA,Teniente Azueta,CARRETERA,Ensenada-Tijuana,CALLE,Ninguno,CALLE,Paseo Miguel Hidalgo y Costilla,93.0,,,,0.0,,COLONIA,22870,,,,21850.0,628,51,6461517107.0,URIAS_LUIS@HOTMAIL.COM,,Fijo,31.86049651,-116.6314623,2019-11,2,1,114119,
8723524,02001114119003264000000000U6,SCPP RIB DE PUERTO CATARINA,SCPP RIB DE PUERTO CATARINA SC DE RL DE CV,11 a 30 personas,CALLE,ESMERALDA,CALLE,A.GONZALEZ,CALLE,FRANCISCO VILLA,CALLE,OPALO,232.0,,,,0.0,,COLONIA,JALISCO,,,,22850.0,7930,1,6461030825.0,,,Fijo,31.85056249,-116.5757459,2019-11,2,1,114119,
